Method,Constraint,GridSize,NumberOfAgents,PathLength,Time_Median,Time_Average
erlang,5,50,10,15,15,15
erlang,5,50,10,20,15,15
erlang,5,50,15,1,15,15
erlang,5,50,15,5,15,15
erlang,5,50,15,10,15,15
erlang,5,50,15,15,15,15
erlang,5,50,15,20,15,15
erlang,5,50,20,1,15,15
erlang,5,50,20,5,15,15
erlang,5,50,20,10,15,15
erlang,5,50,20,15,15,15
erlang,5,50,20,20,15,15
erlang,8,10,10,1,15,15
erlang,8,10,10,5,15,15
erlang,8,10,10,10,15,15
erlang,8,10,10,15,15,15
erlang,8,10,10,20,15,15
erlang,8,10,15,1,15,15
erlang,8,10,15,5,15,15
erlang,8,10,15,10,15,14
erlang,8,10,15,15,15,11
erlang,8,10,15,20,15,11
erlang,8,10,20,1,15,15
erlang,8,10,20,5,15,14
erlang,8,10,20,10,15,11
erlang,8,10,20,15,3,4
erlang,8,10,20,20,2,2
erlang,8,15,10,1,15,15
erlang,8,15,10,5,15,15
erlang,8,15,10,10,15,15
erlang,8,15,10,15,15,15
erlang,8,15,10,20,15,15
erlang,8,15,15,1,15,15
erlang,8,15,15,5,15,15
erlang,8,15,15,10,15,15
erlang,8,15,15,15,15,15
erlang,8,15,15,20,15,15
erlang,8,15,20,1,15,15
erlang,8,15,20,5,15,15
erlang,8,15,20,10,15,15
erlang,8,15,20,15,15,14
erlang,8,15,20,20,15,14
erlang,8,20,10,1,15,15
erlang,8,20,10,5,15,15
erlang,8,20,10,10,15,15
erlang,8,20,10,15,15,15
erlang,8,20,10,20,15,15
erlang,8,20,15,1,15,15
erlang,8,20,15,5,15,15
erlang,8,20,15,10,15,15
erlang,8,20,15,15,15,15
erlang,8,20,15,20,15,15
erlang,8,20,20,1,15,15
erlang,8,20,20,5,15,15
erlang,8,20,20,10,15,15
erlang,8,20,20,15,15,15
erlang,8,20,20,20,15,15
erlang,8,50,10,1,15,15
erlang,8,50,10,5,15,15
erlang,8,50,10,10,15,15
erlang,8,50,10,15,15,15
erlang,8,50,10,20,15,15
erlang,8,50,15,1,15,15
erlang,8,50,15,5,15,15
erlang,8,50,15,10,15,15
erlang,8,50,15,15,15,15
erlang,8,50,15,20,15,15
erlang,8,50,20,1,15,15
erlang,8,50,20,5,15,15
erlang,8,50,20,10,15,15
erlang,8,50,20,15,15,15
erlang,8,50,20,20,15,15
